bbl,longitude,latitude,ntaname,ntacode,county_fips
3052210059,-73.9569611,40.6377642,Flatbush,BK42,047
3041640038,-73.8713394,40.6796351,Cypress Hills-City Line,BK83,047
1004800033,-73.9960641,40.7208427,SoHo-TriBeCa-Civic Center-Little Italy,MN24,061
3017850069,-73.9475587,40.6906439,Bedford,BK75,047
3034240035,-73.9065034,40.6917817,Bushwick North,BK77,047
3008670001,-73.9907148,40.6635948,Park Slope-Gowanus,BK37,047
3050240064,-73.9614659,40.6611623,Prospect Lefferts Gardens-Wingate,BK60,047
1004220060,-73.9899959,40.7225633,Chinatown,MN27,061
1020700037,-73.9510614,40.8214875,Hamilton Heights,MN04,061
4027160001,-73.9015278,40.7230761,Maspeth,QN30,081
1011960013,-73.9727552,40.783601,Upper West Side,MN12,061
3024620027,-73.9560501,40.708074,North Side-South Side,BK73,047
1005880047,-74.0054484,40.7330294,West Village,MN23,061
4019180107,-73.8618702,40.7360729,Corona,QN25,081
1012110061,-73.9770376,40.7840767,Upper West Side,MN12,061
3072610032,-73.9651511,40.5821602,Brighton Beach,BK19,047
1021300039,-73.9351893,40.843753,Washington Heights South,MN36,061
2026830041,-73.9028147,40.8128275,Longwood,BX33,005
3016650033,-73.9331061,40.6834945,Stuyvesant Heights,BK35,047
2026910121,-73.8985384,40.8240799,Longwood,BX33,005
2030320054,-73.8929904,40.8588531,Fordham South,BX40,005
2031120003,-73.883374,40.8487433,Belmont,BX06,005
1004010055,-73.9833934,40.724676,East Village,MN22,061
5005570004,-74.0792182,40.6201728,Stapleton-Rosebank,SI37,085
3060440072,-74.0307275,40.6228035,Bay Ridge,BK31,047
2033440056,-73.8769441,40.881791,Norwood,BX43,005
1003550040,-73.9857392,40.7210121,Chinatown,MN27,061
3011650012,-73.9688873,40.6765737,Prospect Heights,BK64,047
3052190004,-73.9593179,40.6372024,Flatbush,BK42,047
1018450001,-73.9610633,40.8011941,Morningside Heights,MN09,061
2025180028,-73.924716,40.8399123,Highbridge,BX26,005
2023740086,-73.915188,40.8183185,Melrose South-Mott Haven North,BX34,005
2039980022,-73.8525203,40.8422936,Westchester-Unionport,BX59,005
1015350011,-73.9514237,40.7805089,Yorkville,MN32,061
3046320001,-73.9222926,40.6621855,Brownsville,BK81,047
5005220034,-74.0805234,40.6271574,Stapleton-Rosebank,SI37,085
4157440007,-73.7655879,40.5993696,Hammels-Arverne-Edgemere,QN12,081
1009910061,-73.9727445,40.7389687,Murray Hill-Kips Bay,MN20,061
1010530006,-73.9942533,40.7602408,Clinton,MN15,061
5011480036,-74.1480587,40.6266154,Mariner's Harbor-Arlington-Port Ivory-Graniteville,SI12,085
2024560237,-73.916401,40.833451,East Concourse-Concourse Village,BX14,005
1004400051,-73.9825081,40.7298333,East Village,MN22,061
1018840015,-73.964247,40.8050569,Morningside Heights,MN09,061
2024390071,-73.9130543,40.8337943,East Concourse-Concourse Village,BX14,005
3068250033,-73.952902,40.6048855,Madison,BK44,047
1021360036,-73.9465255,40.8369272,Washington Heights South,MN36,061
1020020041,-73.9550901,40.8212256,Manhattanville,MN06,061
1014570044,-73.959758,40.7616996,Lenox Hill-Roosevelt Island,MN31,061
1021290009,-73.9371411,40.8436992,Washington Heights South,MN36,061
2031170008,-73.8863651,40.8433776,East Tremont,BX17,005
4058780003,-73.7819502,40.78045,Ft. Totten-Bay Terrace-Clearview,QN47,081
1020410048,-73.9452937,40.8187072,Central Harlem North-Polo Grounds,MN03,061
3024050024,-73.9621281,40.7137002,North Side-South Side,BK73,047
3066580026,-73.9715709,40.6056053,Homecrest,BK25,047
3009690038,-73.9827607,40.6740624,Park Slope-Gowanus,BK37,047
2028050048,-73.9070123,40.8492094,Mount Hope,BX41,005
2027510008,-73.8902464,40.8260897,Hunts Point,BX27,005
1021200031,-73.940567,40.8360734,Washington Heights South,MN36,061
1016450005,-73.9420657,40.7999427,East Harlem North,MN34,061
4053780041,-73.8152409,40.7587232,East Flushing,QN52,081
3001670051,-73.9814086,40.6874073,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,BK38,047
2029270054,-73.9010206,40.8362494,Claremont-Bathgate,BX01,005
1020800025,-73.9467137,40.8276118,Hamilton Heights,MN04,061
1012470037,-73.9786249,40.788894,Upper West Side,MN12,061
3002540019,-73.994764,40.6933703,Brooklyn Heights-Cobble Hill,BK09,047
1019160052,-73.9440956,40.8127094,Central Harlem North-Polo Grounds,MN03,061
1015450022,-73.9516374,40.7746983,Yorkville,MN32,061
2031290001,-73.8807016,40.8454332,East Tremont,BX17,005
3046020039,-73.9324317,40.6586814,Prospect Lefferts Gardens-Wingate,BK60,047
1005280036,-74.0039111,40.7290413,West Village,MN23,061
2031040055,-73.8827825,40.8541498,Belmont,BX06,005
1010570037,-73.9905062,40.7622442,Clinton,MN15,061
1006410010,-74.0088697,40.7379725,West Village,MN23,061
1007690063,-73.9992133,40.742949,Hudson Yards-Chelsea-Flatiron-Union Square,MN13,061
1008880041,-73.979119,40.7449097,Murray Hill-Kips Bay,MN20,061
2031220008,-73.8833941,40.8434433,East Tremont,BX17,005
2031830024,-73.9018791,40.8593468,Fordham South,BX40,005
3067390006,-73.9559538,40.618973,Midwood,BK43,047
2043050004,-73.8564221,40.8547018,Pelham Parkway,BX49,005
4019470018,-73.8574367,40.7372066,Corona,QN25,081
1000530033,-74.0135801,40.7087294,Battery Park City-Lower Manhattan,MN25,061
1020800056,-73.948021,40.8284879,Hamilton Heights,MN04,061
1015340031,-73.9510667,40.7798664,Yorkville,MN32,061
2030690090,-73.8911781,40.8485011,East Tremont,BX17,005
1018440027,-73.959493,40.7997663,Morningside Heights,MN09,061
1020680058,-73.9422883,40.8306398,Hamilton Heights,MN04,061
3002290006,-73.9959717,40.6984811,Brooklyn Heights-Cobble Hill,BK09,047
3011850052,-73.9589589,40.6701039,Crown Heights South,BK63,047
3054180012,-73.9688313,40.6343974,Flatbush,BK42,047
3067170071,-73.9609433,40.6240938,Midwood,BK43,047
1019390001,-73.947121,40.8151756,Central Harlem North-Polo Grounds,MN03,061
2027580006,-73.8876896,40.8274212,Morrisania-Melrose,BX35,005
2027620095,-73.8873684,40.8186377,Hunts Point,BX27,005
3054360068,-73.9859381,40.633366,Borough Park,BK88,047
1019150048,-73.9442624,40.8119657,Central Harlem North-Polo Grounds,MN03,061
3023960001,-73.9567217,40.7123973,North Side-South Side,BK73,047
3012900073,-73.9501875,40.6665213,Crown Heights South,BK63,047
3029220042,-73.9393028,40.7125404,East Williamsburg,BK90,047
3055600043,-73.9913911,40.6186078,Bensonhurst West,BK28,047
1019060037,-73.9475582,40.8058685,Central Harlem South,MN11,061
3050590020,-73.9628759,40.6533456,Flatbush,BK42,047
4012670051,-73.8864012,40.7524063,Jackson Heights,QN28,081
3024180005,-73.9620564,40.7127999,North Side-South Side,BK73,047
1004380018,-73.9830171,40.7287245,East Village,MN22,061
3074490030,-73.9365766,40.5903714,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,BK17,047
3019610021,-73.9669756,40.6857517,Clinton Hill,BK69,047
4020040043,-73.8534652,40.7463883,Corona,QN25,081
4050280007,-73.8162702,40.7637559,Murray Hill,QN51,081
1014960013,-73.9600612,40.7799111,Upper East Side-Carnegie Hill,MN40,061
1020750008,-73.9503688,40.8249483,Hamilton Heights,MN04,061
3018240057,-73.9452954,40.6848102,Bedford,BK75,047
1013930038,-73.9609484,40.7755555,Upper East Side-Carnegie Hill,MN40,061
1010780053,-73.9937439,40.7652582,Clinton,MN15,061
4007830042,-73.9059996,40.7703636,Steinway,QN72,081
1015010001,-73.9585857,40.7834897,Upper East Side-Carnegie Hill,MN40,061
1014960054,-73.9591802,40.7798504,Upper East Side-Carnegie Hill,MN40,061
1007200049,-74.0019813,40.7464596,Hudson Yards-Chelsea-Flatiron-Union Square,MN13,061
4046020110,-73.7956135,40.7922226,Whitestone,QN49,081
4014570006,-73.883028,40.7515576,Jackson Heights,QN28,081
3056780022,-73.9920129,40.6301222,Borough Park,BK88,047
3007740001,-74.0115999,40.6469283,Sunset Park West,BK32,047
1012310032,-73.9765386,40.7861516,Upper West Side,MN12,061
3086910011,-73.9607842,40.5760214,Brighton Beach,BK19,047
1008020001,-73.9938612,40.7459901,Midtown-Midtown South,MN17,061
3064640001,-74.0076595,40.6009973,Bath Beach,BK27,047
1013460039,-73.9655941,40.7566704,Turtle Bay-East Midtown,MN19,061
4046020119,-73.7959575,40.7919514,Whitestone,QN49,081
3027920016,-73.9474099,40.7101893,East Williamsburg,BK90,047
4105350010,-73.7619976,40.7226554,Jamaica Estates-Holliswood,QN06,081
1012990048,-73.9743161,40.7529782,Turtle Bay-East Midtown,MN19,061
1010550063,-73.9935312,40.7618492,Clinton,MN15,061
3002690021,-73.9913998,40.6910316,Brooklyn Heights-Cobble Hill,BK09,047
1014350030,-73.9614262,40.7608877,Lenox Hill-Roosevelt Island,MN31,061
4090210030,-73.8552717,40.6839829,Woodhaven,QN53,081
3055970061,-73.9916945,40.6405195,Borough Park,BK88,047
4053000001,-73.7937349,40.7633088,Murray Hill,QN51,081
3058700037,-74.0290727,40.6364373,Bay Ridge,BK31,047
4050480019,-73.8224423,40.7599971,Flushing,QN22,081
1001910011,-74.005772,40.7194867,SoHo-TriBeCa-Civic Center-Little Italy,MN24,061
4012670024,-73.886033,40.7524471,Jackson Heights,QN28,081
1013670035,-73.9624716,40.7569851,Turtle Bay-East Midtown,MN19,061
4084480001,-73.7167156,40.7536401,Glen Oaks-Floral Park-New Hyde Park,QN44,081
3030310012,-73.9500045,40.7086562,East Williamsburg,BK90,047
3003190055,-74.0012584,40.6865854,Carroll Gardens-Columbia Street-Red Hook,BK33,047
3018380001,-73.9497718,40.6823365,Bedford,BK75,047
1018950047,-73.9662726,40.8067401,Morningside Heights,MN09,061
1014990014,-73.9583664,40.7819608,Upper East Side-Carnegie Hill,MN40,061
1013910029,-73.9626063,40.7742193,Upper East Side-Carnegie Hill,MN40,061
1007530047,-73.9959902,40.7497203,Hudson Yards-Chelsea-Flatiron-Union Square,MN13,061
1019880024,-73.9533685,40.8187519,Manhattanville,MN06,061
4082760030,-73.7344487,40.7581124,Douglas Manor-Douglaston-Little Neck,QN45,081
3010960050,-73.9814511,40.6645488,Park Slope-Gowanus,BK37,047
4018380041,-73.8740008,40.7384611,Elmhurst,QN29,081
3012030001,-73.9438951,40.6777528,Crown Heights North,BK61,047
1012400061,-73.9743657,40.7929746,Upper West Side,MN12,061
1010530018,-73.9932463,40.7598181,Clinton,MN15,061
3032210031,-73.9207678,40.7047697,Bushwick North,BK77,047
1012130009,-73.9757951,40.7848532,Upper West Side,MN12,061
1007570022,-73.994615,40.7522619,Hudson Yards-Chelsea-Flatiron-Union Square,MN13,061
1018430061,-73.9616815,40.800316,Morningside Heights,MN09,061
1012500094,-73.9765115,40.7912486,Upper West Side,MN12,061
1015030014,-73.9566497,40.7843536,Upper East Side-Carnegie Hill,MN40,061
2026860008,-73.9024493,40.8156735,Longwood,BX33,005
2042890015,-73.8652124,40.8516109,Pelham Parkway,BX49,005
3074310038,-73.9584515,40.5877656,Homecrest,BK25,047
1009270038,-73.9802547,40.7364999,Gramercy,MN21,061
3010680037,-73.9713084,40.6717985,Park Slope-Gowanus,BK37,047
1015510017,-73.9491972,40.7787513,Yorkville,MN32,061
1011820020,-73.9860554,40.7790059,Lincoln Square,MN14,061
1017170002,-73.9482031,40.8033958,Central Harlem South,MN11,061
1020830023,-73.9455449,40.8295682,Hamilton Heights,MN04,061
4012800063,-73.8861438,40.7509459,Jackson Heights,QN28,081
3087090084,-73.957247,40.5795142,Brighton Beach,BK19,047
1014080033,-73.9602977,40.7707575,Upper East Side-Carnegie Hill,MN40,061
2031340014,-73.8787259,40.8446818,East Tremont,BX17,005
1014090032,-73.9600193,40.7714682,Upper East Side-Carnegie Hill,MN40,061
1004920042,-73.9943469,40.7213889,SoHo-TriBeCa-Civic Center-Little Italy,MN24,061
1013960071,-73.9681531,40.7644442,Upper East Side-Carnegie Hill,MN40,061
3058640059,-74.0217326,40.634051,Bay Ridge,BK31,047
1008830066,-73.9823243,40.7424619,Gramercy,MN21,061
1011190047,-73.979796,40.7734194,Lincoln Square,MN14,061
1014250035,-73.9600139,40.768353,Lenox Hill-Roosevelt Island,MN31,061
3016600039,-73.9326401,40.6843397,Stuyvesant Heights,BK35,047
1010540055,-73.9933039,40.7609818,Clinton,MN15,061
1011990040,-73.9703097,40.7853899,Upper West Side,MN12,061
1014400047,-73.9606985,40.7645517,Lenox Hill-Roosevelt Island,MN31,061
3019330070,-73.9628087,40.6897908,Clinton Hill,BK69,047
2031790031,-73.9054093,40.855499,Mount Hope,BX41,005
1005030028,-74.0022585,40.7257037,SoHo-TriBeCa-Civic Center-Little Italy,MN24,061
3018510053,-73.9446783,40.6811319,Bedford,BK75,047
1017890005,-73.9356336,40.802986,East Harlem North,MN34,061
3067670077,-73.953509,40.6124339,Midwood,BK43,047
1020970020,-73.9489447,40.8301818,Hamilton Heights,MN04,061
2033030043,-73.8861623,40.8711099,Bedford Park-Fordham North,BX05,005
1010410029,-73.9862393,40.7627186,Clinton,MN15,061
1005740067,-73.9976365,40.7345803,West Village,MN23,061
1007530078,-73.9980149,40.7505712,Hudson Yards-Chelsea-Flatiron-Union Square,MN13,061
3016640057,-73.9357315,40.6829087,Stuyvesant Heights,BK35,047
4014380001,-73.8772965,40.7554656,Jackson Heights,QN28,081
1018420059,-73.9619637,40.7994926,Morningside Heights,MN09,061
1001990021,-73.9992172,40.716561,Chinatown,MN27,061
1014730010,-73.9521596,40.7714707,Lenox Hill-Roosevelt Island,MN31,061
4114340007,-73.8466481,40.6679011,Lindenwood-Howard Beach,QN57,081
1020880012,-73.9544955,40.8242363,Hamilton Heights,MN04,061
1004820001,-73.9986327,40.7215372,SoHo-TriBeCa-Civic Center-Little Italy,MN24,061
1014170019,-73.963443,40.7629305,Lenox Hill-Roosevelt Island,MN31,061
1013690012,-73.9615506,40.758036,Turtle Bay-East Midtown,MN19,061
5021020028,-74.1631938,40.5960975,New Springville-Bloomfield-Travis,SI05,085
3052330025,-73.965301,40.6333095,Flatbush,BK42,047
2055100001,-73.8056703,40.8111731,Schuylerville-Throgs Neck-Edgewater Park,BX52,005
3012730001,-73.9582278,40.6690991,Crown Heights South,BK63,047
2032480158,-73.9024487,40.8703206,Van Cortlandt Village,BX28,005
1012020036,-73.9684636,40.787179,Upper West Side,MN12,061
1015170069,-73.9554706,40.7817209,Upper East Side-Carnegie Hill,MN40,061
4022190001,-73.8450381,40.7247184,Forest Hills,QN17,081
2027520018,-73.8906085,40.8278412,Morrisania-Melrose,BX35,005
1013420023,-73.9669852,40.7536571,Turtle Bay-East Midtown,MN19,061
1010420014,-73.9871307,40.7637892,Clinton,MN15,061
1012170054,-73.9737321,40.7877649,Upper West Side,MN12,061
5040000039,-74.1165211,40.5618662,Oakwood-Oakwood Beach,SI25,085
3010650037,-73.9736619,40.6731549,Park Slope-Gowanus,BK37,047
2026330045,-73.9050614,40.8257323,Morrisania-Melrose,BX35,005
1016760030,-73.9409341,40.7889522,East Harlem South,MN33,061
3009180052,-74.0014487,40.6482381,Sunset Park East,BK34,047
1015640036,-73.9487159,40.7754546,Yorkville,MN32,061
1009060048,-73.9811124,40.7402165,Murray Hill-Kips Bay,MN20,061
1007700063,-73.9984302,40.7433251,Hudson Yards-Chelsea-Flatiron-Union Square,MN13,061
1021390250,-73.9430278,40.8447809,Washington Heights South,MN36,061
2031300007,-73.8817745,40.8416548,East Tremont,BX17,005
1017240033,-73.9419869,40.8073836,Central Harlem North-Polo Grounds,MN03,061
3023050034,-73.9559492,40.7188527,North Side-South Side,BK73,047
3011640054,-73.9695073,40.6766178,Prospect Heights,BK64,047
1018850029,-73.9626829,40.8051415,Morningside Heights,MN09,061
3002360001,-73.994075,40.695739,Brooklyn Heights-Cobble Hill,BK09,047
3002340039,-73.9960583,40.6981106,Brooklyn Heights-Cobble Hill,BK09,047
4052930045,-73.7994462,40.7619411,Murray Hill,QN51,081
3031480017,-73.9319541,40.7029268,Bushwick South,BK78,047
3053990007,-73.9733127,40.6358176,Kensington-Ocean Parkway,BK41,047
1002050010,-73.9979438,40.7176698,SoHo-TriBeCa-Civic Center-Little Italy,MN24,061
3053820033,-73.9792075,40.6347044,Borough Park,BK88,047
1015550017,-73.9473574,40.7812646,Yorkville,MN32,061
2029450034,-73.8930759,40.8438836,East Tremont,BX17,005
3057310002,-74.0041935,40.6298534,Dyker Heights,BK30,047
2033040085,-73.8923503,40.8679155,Bedford Park-Fordham North,BX05,005
2032490038,-73.8989599,40.8700541,Van Cortlandt Village,BX28,005
1020700023,-73.9516251,40.8213999,Hamilton Heights,MN04,061
1006300043,-74.0067041,40.7333532,West Village,MN23,061
3019160008,-73.9677595,40.6900256,Clinton Hill,BK69,047
2040190003,-73.8710314,40.8426424,Van Nest-Morris Park-Westchester Square,BX37,005
3034130041,-73.9063526,40.693928,Bushwick North,BK77,047
1011180036,-73.9792476,40.7723159,Lincoln Square,MN14,061
1005040039,-74.0034022,40.7254622,SoHo-TriBeCa-Civic Center-Little Italy,MN24,061
4084470001,-73.7170178,40.7521724,Glen Oaks-Floral Park-New Hyde Park,QN44,081
1004060020,-73.9796652,40.728971,East Village,MN22,061
4066650024,-73.8184482,40.7235789,Kew Gardens Hills,QN37,081
1006230050,-74.0043481,40.7363039,West Village,MN23,061
1006240052,-74.0040054,40.7371164,West Village,MN23,061
3011640051,-73.9696912,40.6766563,Prospect Heights,BK64,047
1013310032,-73.9657439,40.7601288,Turtle Bay-East Midtown,MN19,061
1008680028,-73.9803661,40.75021,Murray Hill-Kips Bay,MN20,061
4032540029,-73.8441895,40.7188956,Forest Hills,QN17,081
3063160059,-73.9974178,40.6071788,Bensonhurst West,BK28,047
2031600014,-73.9036624,40.8536256,Mount Hope,BX41,005
1018760030,-73.9668289,40.7994585,Upper West Side,MN12,061
2030270029,-73.8991622,40.8487692,Mount Hope,BX41,005
3033280044,-73.9134201,40.6998512,Bushwick North,BK77,047
1011260052,-73.9768303,40.7780547,Lincoln Square,MN14,061
2037520013,-73.8672319,40.8286592,Soundview-Bruckner,BX55,005
1004520042,-73.9851421,40.7293122,East Village,MN22,061
1007860042,-73.9898326,40.7525827,Midtown-Midtown South,MN17,061
1012450012,-73.9803589,40.7868056,Upper West Side,MN12,061
3010830038,-73.9747635,40.6675723,Park Slope-Gowanus,BK37,047
1011790019,-73.9876481,40.7766072,Lincoln Square,MN14,061
3001730039,-73.9807563,40.6863916,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,BK38,047
1014700007,-73.9537711,40.7696187,Lenox Hill-Roosevelt Island,MN31,061
4114610050,-73.8504248,40.6635254,Lindenwood-Howard Beach,QN57,081
2025720006,-73.9117517,40.8077899,Mott Haven-Port Morris,BX39,005
4106820065,-73.7511381,40.7265959,Queens Village,QN34,081
2032160021,-73.9123506,40.8549418,University Heights-Morris Heights,BX36,005
1017360023,-73.9373629,40.8153931,Central Harlem North-Polo Grounds,MN03,061
2029480036,-73.892248,40.8418435,East Tremont,BX17,005
1004150068,-73.9895562,40.719953,Chinatown,MN27,061
3013960001,-73.9336513,40.6681708,Crown Heights North,BK61,047
1003310001,-73.9818302,40.7150554,Lower East Side,MN28,061
4012230038,-73.8984252,40.7466975,Woodside,QN63,081
1014710101,-73.9535503,40.7704036,Lenox Hill-Roosevelt Island,MN31,061
1015570006,-73.9473164,40.782884,Yorkville,MN32,061
1018610063,-73.9650764,40.8007589,Morningside Heights,MN09,061
1004110058,-73.9875034,40.720768,Chinatown,MN27,061
3035400001,-73.9132343,40.6652834,Brownsville,BK81,047
3010840164,-73.9791105,40.6684433,Park Slope-Gowanus,BK37,047
1012060042,-73.9671009,40.7899069,Upper West Side,MN12,061
1021540062,-73.9325087,40.8497706,Washington Heights North,MN35,061
1013280019,-73.9671528,40.7578182,Turtle Bay-East Midtown,MN19,061
1004620016,-73.9891328,40.7281763,East Village,MN22,061
3002340059,-73.9962206,40.697117,Brooklyn Heights-Cobble Hill,BK09,047
1010580047,-73.9908454,40.7632186,Clinton,MN15,061
2057450001,-73.9215142,40.8826177,Spuyten Duyvil-Kingsbridge,BX29,005
4012780062,-73.8879492,40.7505057,Jackson Heights,QN28,081
1010580024,-73.990553,40.7627685,Clinton,MN15,061
1021380159,-73.9396688,40.8421882,Washington Heights South,MN36,061
1013760015,-73.9705714,40.7652656,Upper East Side-Carnegie Hill,MN40,061
3014520066,-73.9179964,40.6736859,Ocean Hill,BK79,047
2026270005,-73.9079493,40.8225014,Morrisania-Melrose,BX35,005
3027560031,-73.9498884,40.7142774,East Williamsburg,BK90,047
1004040010,-73.9812025,40.7279859,East Village,MN22,061
1013890038,-73.9629933,40.7730639,Upper East Side-Carnegie Hill,MN40,061
2027480019,-73.8892954,40.8243569,Hunts Point,BX27,005
3020900045,-73.9717077,40.6908363,Fort Greene,BK68,047
1011690036,-73.9793817,40.7824523,Upper West Side,MN12,061
